event_id,site,garage,station_id,fault_family,raw_states,start_utc,end_utc,duration_min,session_count,split_set,stable_capacity_kw_l1,lost_capacity_l0_kw_mean,lost_capacity_l1_kw_mean,lost_capacity_l1_kw_max,loss_fraction_l1_mean,loss_fraction_l1_max,active_at_onset_l1,actual_before_kw,actual_after_kw,pilot_before_kw,pilot_after_kw,state_loss_sync,precursor_5m,precursor_15m,precursor_30m
96,caltech,California_Garage_02,2-6-3-1623,hard_disabled,DISABLED CHARGER,2019-12-25 20:58:00+00:00,2019-12-25 20:58:00+00:00,1,1,stress,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,15.10973233076923,0.0,18.991304347826087,False,False,False,False
97,caltech,California_Garage_02,2-6-3-1623,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 02:18:00+00:00,2019-03-31 02:19:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,6.145312499999999,1.29853125,7.08,0.0,False,False,False,False
98,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-21 14:29:00+00:00,2019-03-21 14:29:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,1.2,False,False,False,False
99,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-22 00:48:00+00:00,2019-03-22 00:48:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,0.0,False,False,False,False
100,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-22 00:56:00+00:00,2019-03-22 00:58:00+00:00,3,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,18.96,False,False,True,True
101,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-22 02:56:00+00:00,2019-03-22 02:57:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,17.4,False,False,False,False
102,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-23 06:05:00+00:00,2019-03-23 06:05:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,1.92,False,False,False,False
103,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-24 21:09:00+00:00,2019-03-24 21:09:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,1.92,False,False,False,False
104,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-25 01:54:00+00:00,2019-03-25 01:54:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,-0.24,False,False,False,False
105,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-27 06:51:00+00:00,2019-03-27 06:51:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,1.92,False,False,False,False
106,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-27 21:32:00+00:00,2019-03-27 21:37:00+00:00,5,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,18.48,False,False,False,True
107,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-28 02:42:00+00:00,2019-03-28 02:42:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,18.96,False,False,False,False
108,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-28 03:23:00+00:00,2019-03-28 03:23:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,15.36,False,False,False,False
109,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-28 03:29:00+00:00,2019-03-28 03:29:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,15.36,19.2,False,False,True,True
110,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-28 03:46:00+00:00,2019-03-28 03:47:00+00:00,2,2,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,1.56,False,False,False,True
111,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-03-29 14:48:00+00:00,2019-03-29 14:48:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,5.88,False,False,False,False
112,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-02 17:19:00+00:00,2019-04-02 17:40:00+00:00,22,1,train,17.554285714285715,7.1999999999999975,17.55428571428571,17.554285714285715,0.07162784601092594,0.07737679473299124,True,15.903459999999999,0.0,17.554285714285715,0.0,True,False,False,False
113,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-02 17:47:00+00:00,2019-04-02 19:33:00+00:00,104,2,train,0.0,7.200000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,True,True
114,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-06 03:01:00+00:00,2019-04-06 05:27:00+00:00,147,1,train,6.786277777777777,7.200000000000002,6.786277777777778,6.786277777777777,0.3714038821189486,0.5209682991218605,True,6.786277777777777,0.0,6.1066666666666665,0.0,True,False,True,True
115,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-15 19:54:00+00:00,2019-04-15 22:01:00+00:00,126,1,train,0.0,7.200000000000004,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
116,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-15 23:00:00+00:00,2019-04-15 23:40:00+00:00,41,1,train,0.0,7.199999999999999,0.0,0.0,0.0,0.0,False,,0.0,,0.0,False,False,False,False
117,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-18 15:24:00+00:00,2019-04-18 17:28:00+00:00,122,1,train,0.0,7.200000000000003,0.0,0.0,0.0,0.0,False,,0.025731428571428572,,0.0,False,False,False,False
118,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-18 17:33:00+00:00,2019-04-18 23:21:00+00:00,348,1,train,0.0,7.200000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
119,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-18 23:24:00+00:00,2019-04-18 23:34:00+00:00,11,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
120,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-19 16:08:00+00:00,2019-04-19 16:08:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.11856,0.0,0.0,0.0,False,False,False,False
121,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-19 16:14:00+00:00,2019-04-19 16:14:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.05928,0.0,0.0,0.0,False,False,True,True
122,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-19 20:17:00+00:00,2019-04-19 20:18:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.138369,,0.0,False,False,False,False
123,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-20 21:37:00+00:00,2019-04-20 23:16:00+00:00,100,1,train,0.0,7.200000000000004,0.0,0.0,0.0,0.0,False,0.7083999999999999,0.0,0.0,0.0,False,False,False,False
124,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-20 23:19:00+00:00,2019-04-20 23:19:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
125,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-20 23:24:00+00:00,2019-04-21 00:35:00+00:00,71,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
126,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2019-04-21 00:54:00+00:00,2019-04-21 01:07:00+00:00,14,1,train,0.0,7.200000000000001,0.0,0.0,0.0,0.0,False,,0.0,,0.0,False,False,False,True
127,caltech,California_Garage_02,2-6-3-1624,hard_disabled,DISABLED CHARGER,2020-01-13 02:12:00+00:00,2020-01-13 02:12:00+00:00,1,1,validation,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,1.6657552631578945,0.0,1.92,False,False,False,False
128,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-25 16:49:00+00:00,2019-03-25 18:36:00+00:00,99,1,train,7.2,7.200000000000003,7.071971139971143,7.2,0.029605059028320082,0.034203300128856445,True,6.230124999999999,1.474,7.2,0.0,False,False,False,False
129,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-25 18:40:00+00:00,2019-03-25 18:40:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,1.37408,0.0,0.0,False,True,True,True
130,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-25 18:43:00+00:00,2019-03-25 19:37:00+00:00,55,1,train,0.0,7.199999999999999,0.0,0.0,0.0,0.0,False,0.0,0.34352,0.0,0.0,False,True,True,True
131,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-25 19:42:00+00:00,2019-03-25 19:43:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
132,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-25 19:51:00+00:00,2019-03-25 23:35:00+00:00,224,1,train,0.0,7.200000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,True,True
133,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-27 17:01:00+00:00,2019-03-27 17:26:00+00:00,25,1,train,9.6,7.2,9.440239499999999,9.6,0.04374066091068887,0.04552933564004727,True,8.940456000000001,0.0,9.6,0.0,True,False,False,False
134,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-27 17:29:00+00:00,2019-03-27 17:29:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
135,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-27 17:35:00+00:00,2019-03-27 17:35:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,True,True
136,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-27 17:39:00+00:00,2019-03-27 17:41:00+00:00,3,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
137,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-27 17:45:00+00:00,2019-03-27 20:50:00+00:00,181,1,train,0.0,7.200000000000003,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
138,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-27 20:53:00+00:00,2019-03-27 20:54:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
139,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-27 20:57:00+00:00,2019-03-27 20:57:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
140,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-27 21:12:00+00:00,2019-03-27 21:12:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,True,True
141,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-03-27 21:16:00+00:00,2019-03-27 21:16:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
142,caltech,California_Garage_02,2-6-3-1624,pilot_violation,DISABLED PILOT VIOLATION,2019-04-15 15:30:00+00:00,2019-04-15 19:53:00+00:00,262,1,train,15.6,7.200000000000001,15.5809635610687,15.6,0.07298536188890728,0.13599309282077493,True,10.616205,0.0,15.6,0.0,True,False,False,False
143,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-21 14:29:00+00:00,2019-03-21 14:30:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,19.2,False,False,False,False
144,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-23 05:40:00+00:00,2019-03-23 05:42:00+00:00,3,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,19.2,False,False,False,False
145,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-23 06:05:00+00:00,2019-03-23 06:08:00+00:00,3,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,16.000000000000004,False,False,False,True
146,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-23 06:49:00+00:00,2019-03-23 06:49:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,1.92,False,False,False,False
147,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-23 15:30:00+00:00,2019-03-23 15:30:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,10.56,False,False,False,False
148,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-24 03:55:00+00:00,2019-03-24 04:49:00+00:00,55,1,train,0.0,7.199999999999999,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,False,False
149,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-24 21:09:00+00:00,2019-03-24 21:10:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,14.385,False,False,False,False
150,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-25 01:54:00+00:00,2019-03-25 01:54:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,1.92,False,False,False,False
151,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-26 05:03:00+00:00,2019-03-26 05:03:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,9.0,False,False,False,False
152,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-26 05:06:00+00:00,2019-03-26 05:08:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,-0.24,10.079999999999998,False,True,True,True
153,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-26 05:11:00+00:00,2019-03-26 05:11:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,1.92,1.92,False,True,True,True
154,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-27 06:51:00+00:00,2019-03-27 06:51:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,1.92,False,False,False,False
155,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-27 21:17:00+00:00,2019-03-27 21:17:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,0.0,False,False,False,False
156,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-28 02:38:00+00:00,2019-03-28 02:38:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,0.84,False,False,False,False
157,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-28 03:19:00+00:00,2019-03-28 03:20:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,15.36,False,False,False,False
158,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-28 03:23:00+00:00,2019-03-28 03:23:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,14.879999999999999,11.48,False,True,True,True
159,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-28 03:27:00+00:00,2019-03-28 03:27:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,15.36,7.6,False,True,True,True
160,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-28 03:50:00+00:00,2019-03-28 03:50:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,-0.24,False,False,False,True
161,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-28 04:14:00+00:00,2019-03-28 04:14:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,19.2,False,False,False,True
162,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-29 05:00:00+00:00,2019-03-29 05:00:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,-0.12,False,False,False,False
163,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-03-29 14:46:00+00:00,2019-03-29 14:46:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,0.0,False,False,False,False
164,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-04-04 19:07:00+00:00,2019-04-04 22:47:00+00:00,221,1,train,1.92,7.200000000000004,1.918432126696833,1.92,0.013625776830781993,0.0194821291765078,True,1.4543333333333333,0.0,1.92,0.0,True,False,False,True
165,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-04-06 20:51:00+00:00,2019-04-06 21:12:00+00:00,22,1,train,0.0,7.1999999999999975,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,False,True
166,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-05-28 05:40:00+00:00,2019-05-28 05:40:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,False,True
167,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-08-17 22:09:00+00:00,2019-08-17 22:09:00+00:00,1,1,train,9.470869565217392,7.2,9.470869565217392,9.470869565217392,0.38141513893995904,0.38141513893995904,True,7.335923913043478,0.0,8.901818181818182,0.0,True,True,True,True
168,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-10-01 23:22:00+00:00,2019-10-01 23:22:00+00:00,1,1,validation,13.2,7.2,13.2,13.2,0.09405082537234931,0.09405082537234931,True,10.856048235294118,0.0,13.2,1.92,True,True,True,True
169,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-10-14 00:56:00+00:00,2019-10-14 00:56:00+00:00,1,1,validation,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,9.058583636363636,0.0,12.2928,False,False,False,False
170,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-10-16 00:17:00+00:00,2019-10-16 00:17:00+00:00,1,1,validation,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,7.320610416666666,0.0,9.6,False,False,False,False
171,caltech,California_Garage_02,2-6-3-1625,hard_disabled,DISABLED CHARGER,2019-11-03 16:25:00+00:00,2019-11-03 16:25:00+00:00,1,1,validation,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1.8327272727272728,False,False,False,False
172,caltech,California_Garage_02,2-6-3-1625,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 05:29:00+00:00,2019-03-31 05:54:00+00:00,26,1,train,12.0,7.199999999999999,11.93988923076923,12.0,0.28727142102239306,0.4385964912280702,True,10.8225,0.0,12.0,0.0,True,False,False,False
173,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-21 14:29:00+00:00,2019-03-21 14:29:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,9.48,False,False,False,False
174,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-22 00:48:00+00:00,2019-03-22 00:48:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,0.0,False,False,False,False
175,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-22 00:52:00+00:00,2019-03-22 00:57:00+00:00,4,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,18.96,False,True,True,True
176,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-23 06:05:00+00:00,2019-03-23 06:05:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,1.92,False,False,False,False
177,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-23 15:31:00+00:00,2019-03-23 15:31:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,19.2,False,False,False,False
178,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-27 06:51:00+00:00,2019-03-27 07:15:00+00:00,25,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,16.56,False,False,False,False
179,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-27 21:17:00+00:00,2019-03-27 21:17:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,0.0,False,False,False,False
180,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-28 01:52:00+00:00,2019-03-28 01:52:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,15.6,False,False,False,False
181,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-28 03:19:00+00:00,2019-03-28 03:20:00+00:00,2,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,15.36,False,False,False,False
182,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-28 03:46:00+00:00,2019-03-28 03:46:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,1.92,False,False,False,True
183,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-29 14:46:00+00:00,2019-03-29 14:46:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,0.56,False,False,False,False
184,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-03-29 16:00:00+00:00,2019-03-29 16:03:00+00:00,4,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,,0.0,,6.96,False,False,False,False
185,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-04-16 17:32:00+00:00,2019-04-16 23:47:00+00:00,374,1,train,18.816,7.200000000000002,18.816,18.816,0.09876746967496673,0.14134019412399276,True,17.467294,0.0,18.816,0.0,True,False,False,False
186,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-04-22 09:12:00+00:00,2019-04-22 15:43:00+00:00,392,1,train,0.0,7.200000000000001,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,False,False
187,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-07-01 00:51:00+00:00,2019-07-01 00:51:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1.28,False,False,False,False
188,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-08-30 20:52:00+00:00,2019-08-30 20:52:00+00:00,1,1,validation,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,7.01402465,0.0,9.172799999999999,False,False,False,True
189,caltech,California_Garage_02,2-6-3-1626,hard_disabled,DISABLED CHARGER,2019-12-14 22:07:00+00:00,2019-12-14 22:07:00+00:00,1,1,stress,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,8.444656103896104,0.0,12.383896103896102,False,False,False,False
190,caltech,California_Garage_02,2-6-3-1626,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 06:28:00+00:00,2019-03-31 07:49:00+00:00,81,1,train,0.0,7.200000000000002,0.0,0.0,0.0,0.0,False,0.9622449999999999,0.0,12.719999999999999,0.0,False,False,False,False
191,caltech,California_Garage_02,2-6-3-1626,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 07:54:00+00:00,2019-03-31 07:54:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
192,caltech,California_Garage_02,2-6-3-1626,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 08:05:00+00:00,2019-03-31 08:05:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,True,True
193,caltech,California_Garage_02,2-6-3-1626,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 08:10:00+00:00,2019-03-31 08:10:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
194,caltech,California_Garage_02,2-6-3-1626,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 08:16:00+00:00,2019-03-31 08:16:00+00:00,1,1,train,0.0,7.2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,True,True
195,caltech,California_Garage_02,2-6-3-1626,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 08:22:00+00:00,2019-03-31 11:19:00+00:00,177,1,train,0.0,7.200000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,True,True
196,caltech,California_Garage_02,2-6-3-1626,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 11:30:00+00:00,2019-03-31 15:24:00+00:00,233,1,train,0.0,7.200000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,False,True,True
197,caltech,California_Garage_02,2-6-3-1626,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 15:48:00+00:00,2019-03-31 16:00:00+00:00,13,1,train,0.0,7.200000000000001,0.0,0.0,0.0,0.0,False,,0.0,,0.0,False,False,False,True
198,caltech,California_Garage_02,2-6-3-1626,pilot_violation,DISABLED PILOT VIOLATION,2019-03-31 16:03:00+00:00,2019-03-31 16:25:00+00:00,22,1,train,0.0,7.1999999999999975,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,True,True,True
